reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value,location_name,model_id
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.85,215,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.9,259,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.95,382,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.975,505,Arizona,Ensemble
2025-11-29,04,2,wk inc flu hosp,2025-12-13,quantile,0.99,691,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.01,29,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.025,36,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.05,46,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.1,60,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.15,69,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.2,78,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.25,88,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.3,101,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.35,111,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.4,122,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.45,133,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.5,146,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.55,160,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.6,178,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.65,196,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.7,217,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.75,247,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.8,282,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.85,323,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.9,396,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.95,589,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.975,759,Arizona,Ensemble
2025-11-29,04,3,wk inc flu hosp,2025-12-20,quantile,0.99,1196,Arizona,Ensemble
2025-11-29,05,0,wk inc flu hosp,2025-11-29,quantile,0.01,29,Arkansas,Ensemble
2025-11-29,05,0,wk inc flu hosp,2025-11-29,quantile,0.025,34,Arkansas,Ensemble
2025-11-29,05,0,wk inc flu hosp,2025-11-29,quantile,0.05,39,Arkansas,Ensemble
2025-11-29,05,0,wk inc flu hosp,2025-11-29,quantile,0.1,46,Arkansas,Ensemble
